platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type
twitch,illojuan,IlloJuan,90075649,1248194,67915,38906,1925,23791,3799478,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/37454f0e-581b-42ba-b95b-416f3113fd37-profile_image-300x300.png,ES,es,partner,Male
twitch,auronplay,auronplay,459331509,1234109,99203,68562,1080,27952,5440995,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/ec898e4a-e0df-4dc0-a99d-7540c6dbe1e8-profile_image-300x300.png,ES,es,partner,Male
twitch,ibai,ibai,83232866,1232218,235528,70413,1050,26443,5797629,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-300x300.png,ES,es,partner,Male
twitch,alanzoka,alanzoka,38244180,1178541,52651,32967,2145,19829,3554745,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/15cec952-c1ba-4ff8-a79c-53c2fa5bd269-profile_image-300x300.png,BR,pt,partner,Male
twitch,loltyler1,loltyler1,51496027,1078060,25731,17459,3705,8359,2710626,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-300x300.png,US,en,partner,Male
twitch,eliasn97,eliasn97,238813810,1029588,48476,29209,2115,3805,1022,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/4fb94c7a-b4c0-4ed1-9782-b630a59915d5-profile_image-300x300.png,DE,de,partner,Male
twitch,tarik,tarik,36340781,1010257,40638,16608,3650,7914,3335726,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/f04d2a14-8d63-4cd5-a469-7ec2cd6e5ce3-profile_image-300x300.png,US,en,partner,Male
twitch,woowakgood,우왁굳,49045679,960519,33872,17360,3320,2185,2641640,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/ebc60c08-721b-4572-8f51-8be7136a0c96-profile_image-300x300.png,KR,ko,partner,Male
twitch,rubius,Rubius,39276140,918997,51070,27030,2040,254070,4100390,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/a2592e98-5ba6-4c9a-9d9e-cf036d6f64c2-profile_image-300x300.jpg,ES,es,partner,Male
twitch,handongsuk,한동숙,139470326,886280,23851,11161,4765,1162,1982485,Romance of the Three Kingdoms XI,https://static-cdn.jtvnw.net/jtv_user_pictures/c5a2baa2-74ed-4b72-b047-8326572c9bfa-profile_image-300x300.png,KR,ko,partner,Male
twitch,hanryang1125,풍월량,103825127,865396,24726,13130,3955,777,1775472,StarCraft,https://static-cdn.jtvnw.net/jtv_user_pictures/7d354ef2-b2a8-4276-8c12-5be7f6301ae0-profile_image-300x300.png,KR,ko,partner,Male
twitch,loud_coringa,loud_coringa,569325723,844741,59292,29815,1700,9276,3509293,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/c07acddc-1e1b-479f-97c4-09636f80e857-profile_image-300x300.png,BR,pt,partner,Male
twitch,tsm_imperialhal,TSM_ImperialHal,146922206,829553,49637,17527,2840,5490,2369328,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/039b8034-2b66-4d30-97ec-15bf08f219d9-profile_image-300x300.png,US,en,partner,Male
twitch,lirik,LIRIK,23161357,825556,27941,17320,2860,1217,2109419,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-300x300.png,US,en,partner,Male
twitch,paulinholokobr,PaulinhoLOKObr,531177917,816854,92977,64068,765,19248,3021864,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/d96bbd7a-26e5-4c5e-b6a5-149d708a973b-profile_image-300x300.png,BR,pt,partner,Male
twitch,elspreen,ElSpreen,157658336,770243,61167,43599,1060,33766,3322605,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/d4885242-febf-4a11-a42a-a0ad52474ee2-profile_image-300x300.png,AR,es,partner,Male
twitch,symfuhny,Symfuhny,31688366,766668,33848,14111,3260,16183,2881379,Call of Duty: Modern Warfare II,https://static-cdn.jtvnw.net/jtv_user_pictures/1d41de3c-731d-41ae-b0e7-615ad74db8f3-profile_image-300x300.png,US,en,partner,Male
twitch,kato_junichi0817,加藤純一です,545050196,758646,30341,17816,2555,536,1910831,Unknown,https://static-cdn.jtvnw.net/jtv_user_pictures/a4977cfd-1962-41ec-9355-ab2611b97552-profile_image-300x300.png,jp,ja,affilate,Male
twitch,trymacs,Trymacs,64342766,740637,35168,21520,2065,4973,1809524,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/22a56845-20d0-4e14-932e-0ec099b088eb-profile_image-300x300.png,DE,de,partner,Male
twitch,elmariana,ElMariana,496795673,724389,51227,37469,1160,34986,3006441,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0107210e-a98c-409d-92a6-1caf70bb3953-profile_image-300x300.png,MX,es,partner,Male
twitch,casimito,casimito,254489093,714026,134873,25502,1680,15484,2036085,Sports,https://static-cdn.jtvnw.net/jtv_user_pictures/32805a78-d927-48bd-8089-bf5efed53ea4-profile_image-300x300.png,BR,pt,partner,Male
twitch,amouranth,Amouranth,125387632,706858,20187,8374,5065,18257,,I'm Only Sleeping,https://static-cdn.jtvnw.net/jtv_user_pictures/73a412eb-6d1c-4a1d-8711-aca8e1d144cb-profile_image-300x300.png,US,en,partner,Female
twitch,zackrawrr,zackrawrr,552120296,705299,25159,13876,3050,12145,1647264,New World,https://static-cdn.jtvnw.net/jtv_user_pictures/a9ce83ba-c0bd-49cc-83bd-9d17647a211a-profile_image-300x300.png,US,en,without status,Male
twitch,therealknossi,TheRealKnossi,71588578,684337,74446,40857,1005,18520,2062414,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/c285a6bd-79be-43a8-87eb-427602125bad-profile_image-300x300.png,DE,de,partner,Male
twitch,fextralife,Fextralife,156037856,672354,19258,11129,3625,-773,4843913,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/a28b0d37-81d0-415a-8ed8-1a1f998ea26d-profile_image-300x300.png,,en,partner,Organization
twitch,ohnepixel,ohnePixel,43683025,669097,21041,11122,3610,7480,1511025,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/a238c2a3-5888-4803-9113-c010e577e385-profile_image-300x300.png,DE,en,partner,Male
twitch,fortnite,Fortnite,55125740,668290,94646,59847,670,56403,2964771,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/323323e1-f1e6-469b-8fe6-b68e2d5d4d9b-profile_image-300x300.png,,en,partner,Organization
twitch,elxokas,elxokas,31919607,665187,26397,11339,3520,8769,2628807,Clash Royale,https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-300x300.png,ES,es,partner,Male
twitch,evelone192,Evelone192,39426641,657968,64090,30137,1310,12203,,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/f26a992a-a661-4697-bfa4-7ca7f400b929-profile_image-300x300.png,UA,ru,affilate,Male
twitch,cellbit,Cellbit,28579002,644274,83779,20187,1915,5269,1576874,Tabletop RPGs,https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-300x300.png,BR,pt,partner,Male
twitch,luquet4,LuquEt4,267635380,641027,49583,22298,1725,15532,2518323,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/0863a8b0-7fdb-44a9-8212-680cfbaa38f9-profile_image-300x300.png,BR,pt,partner,Male
twitch,jasper7se,Jasper7se,77415295,638709,20691,11013,3480,7305,2542165,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/ff726cad-4c99-4ca4-8422-0b853d6382de-profile_image-300x300.png,jp,ja,partner,Male
twitch,doktorfroid,DoktorFroid,58221890,636823,32565,15823,2415,3724,1759570,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/b945c9e3-91d7-4cae-83d6-ae568b661388-profile_image-300x300.png,DE,de,partner,Male
twitch,noway4u_sir,NoWay4u_Sir,85397463,620138,18810,12200,3050,1262,1063123,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male
twitch,bruxaofc,bruxaofc,817607397,620116,9786,4325,8605,-11,,Virtual Casino,https://static-cdn.jtvnw.net/jtv_user_pictures/681c2549-847a-4249-9b20-cbfac17f3789-profile_image-300x300.png,,pt,without status,
twitch,gabepeixe,gabepeixe,59799994,619552,85530,11599,3205,10726,3071444,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-300x300.png,BR,pt,partner,Male
twitch,sodapoppin,sodapoppin,26301881,619440,40333,17615,2110,131,1567142,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-300x300.png,US,en,partner,Male
twitch,etoiles,Etoiles,85800130,604980,36729,13445,2700,7284,1723031,Super Smash Bros. Ultimate,https://static-cdn.jtvnw.net/jtv_user_pictures/4eecaab8-4de3-4bcc-b2b7-f3a03e8273a8-profile_image-300x300.png,FR,fr,partner,Male
twitch,towelliee,Towelliee,20694610,603994,26887,8001,4530,6919,590199,New World,https://static-cdn.jtvnw.net/jtv_user_pictures/towelliee-profile_image-f9752afc441702cc-300x300.jpeg,US,en,partner,Male
twitch,adren,AdreN,47077273,602066,41263,12002,3010,22593,2659479,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/9a444456-0c11-4170-bc11-e0e0083d3768-profile_image-300x300.png,KZ,ru,partner,Male
twitch,nickmercs,NICKMERCS,15564828,601697,37142,19675,1835,1219,2014056,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/b3c347ed-1a7a-40a2-8bee-8a7c4426eb33-profile_image-300x300.png,US,en,partner,Male
twitch,castro_1021,Castro_1021,52091823,597436,47707,20139,1780,4657,1865996,FIFA 23,https://static-cdn.jtvnw.net/jtv_user_pictures/ed0f84d6-2d2d-4c4e-a5fe-7a3cc365684a-profile_image-300x300.jpg,US,en,partner,Male
twitch,gotaga,Gotaga,24147592,593379,50375,10872,3275,11649,2203394,FIFA 23,https://static-cdn.jtvnw.net/jtv_user_pictures/69e324f6-fc7d-4131-89ed-227a955637cf-profile_image-300x300.png,FR,fr,partner,Male
twitch,cohhcarnage,CohhCarnage,26610234,579840,19542,8921,3900,959,594535,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-300x300.png,US,en,partner,Male
twitch,thegrefg,TheGrefg,48878319,578675,33209,15064,2305,21766,3416015,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/024726bb-1c7e-4105-adcb-b135550e8ca4-profile_image-300x300.png,ES,es,partner,Male
twitch,quin69,Quin69,56649026,571236,16135,9104,3765,948,1082312,God of War,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-300x300.png,NZ,en,partner,Male
twitch,k4sen,k4sen,44525650,564526,23849,9665,3505,4314,1994292,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JP,ja,partner,Male
twitch,yoda,YoDa,47071880,561365,18413,9864,3415,2819,1007087,New World,https://static-cdn.jtvnw.net/jtv_user_pictures/a1489408-be7a-42b8-b823-962d1e0f0a6a-profile_image-300x300.png,BR,pt,partner,Male
twitch,shuteye_orange,蝦愛橘子,25202416,561210,6821,3456,9745,364,641436,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/e496689c-5e8f-44a6-8733-b3c5b6e17e19-profile_image-300x300.png,TW,zh,partner,Male
twitch,moistcr1tikal,moistcr1tikal,132230344,548519,25685,11861,2775,13101,1678253,Sonic Frontiers,https://static-cdn.jtvnw.net/jtv_user_pictures/df6f775d-8794-4cbe-aa85-dbdc72975696-profile_image-300x300.png,US,en,partner,Male
twitch,kamet0,Kamet0,27115917,547706,50396,16189,2030,3273,1901053,Rocket League,https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-300x300.jpg,FR,fr,partner,Male
twitch,bagginstv,BagginsTV,116245074,533421,20666,10065,3180,4669,822345,New World,https://static-cdn.jtvnw.net/jtv_user_pictures/193a6dc3-b33e-47ac-ab8d-685f4b29c16b-profile_image-300x300.png,GB,en,partner,Male
twitch,elajjaz,Elajjaz,26921830,526545,13006,8551,3695,752,886017,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/elajjaz-profile_image-fcfc55e0804b6bfd-300x300.png,SE,en,partner,Male
twitch,yourragegaming,yourragegaming,36926489,522795,35700,17823,1760,6656,2420495,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/70c63d12-ecae-485c-9bca-3d3f3ad5782a-profile_image-300x300.png,US,en,partner,Male
twitch,zerator,ZeratoR,41719107,511267,29291,11176,2745,1785,1747713,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/599b546a-c27f-4684-93ff-5eeecd01fb2b-profile_image-300x300.png,FR,fr,partner,Male
twitch,esl_csgob,ESL_CSGOb,35936871,504617,114887,22512,1345,6758,1879030,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/88ebc32c-7684-4cbd-a4fe-c26997ad8875-profile_image-300x300.jpeg,,en,partner,Organization
twitch,jltomy,JLTomy,155601320,501100,31019,15301,1965,1475,1699850,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/aa2bc80a-e317-494a-a94d-7492889e4f66-profile_image-300x300.png,FR,fr,partner,Male
twitch,rocketleague,RocketLeague,57781936,494711,47911,24840,1195,5139,1286835,Rocket League,https://static-cdn.jtvnw.net/jtv_user_pictures/4f182bee-012a-4955-9bd2-55d903f84276-profile_image-300x300.png,US,en,partner,Organization
twitch,brucedropemoff,BruceDropEmOff,88084663,479195,39933,26378,1090,11359,867850,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/942bca8c-21f3-4e13-a4ef-148dca11ce7e-profile_image-300x300.png,US,en,partner,Male
twitch,stylishnoob4,stylishnoob4,50988750,473596,20229,12715,2235,927,1309061,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JP,ja,partner,Male
twitch,streamerhouse,StreamerHouse,44741426,466850,13632,2809,9975,2126,525527,New World,https://static-cdn.jtvnw.net/jtv_user_pictures/c71b60fc-4215-4c41-aaaa-17908502babf-profile_image-300x300.png,US,en,partner,Organization
twitch,jankos,Jankos,6094619,463540,22236,14119,1970,10839,1449341,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/3f8457f3-70d5-416a-9e50-40b385d80733-profile_image-300x300.png,PL,en,partner,Male
twitch,aceu,aceu,88946548,462324,24079,14336,1935,7748,1457853,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/c7a4c96e-a434-4dfa-9bcf-6190995dd536-profile_image-300x300.png,US,en,partner,Male
twitch,aminematue,aminematue,407388596,460513,54941,40634,680,21610,1994033,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/13e55cbe-a1b0-4f4c-b69b-2748274b9e48-profile_image-300x300.png,FR,fr,partner,Male
twitch,forg1,forg1,159118073,460079,21639,8108,3405,3884,1126368,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/6dc3d302-69ef-41c1-bcce-164aed10b126-profile_image-300x300.png,AR,es,partner,Male
twitch,moonmoon,MOONMOON,121059319,455794,19823,12292,2225,804,900834,God of War,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male
twitch,gorgc,Gorgc,108268890,447079,14759,9496,2825,1401,1045406,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male
twitch,blusewilly_retry,餐餐自由配,24765850,445706,13100,8192,3265,870,741988,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/45b5c790-93b8-484f-95c0-45d7e1b2993d-profile_image-300x300.png,TW,zh,partner,Male
twitch,pubg_battlegrounds,PUBG_BATTLEGROUNDS,127506955,445032,19445,6847,3900,4369,9774377,PUBG: BATTLEGROUNDS,https://static-cdn.jtvnw.net/jtv_user_pictures/c2f7c210-9f88-42a7-ac5e-59ece1eb5e9d-profile_image-300x300.png,,en,partner,Organization
twitch,nikolarn,Nikolarn,66272442,440902,15229,10519,2515,92,5642806,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/4bd4a836-7b83-4c32-b786-1815088f41ea-profile_image-300x300.png,US,en,partner,Male
twitch,westcol,WestCOL,168732568,425686,36286,25415,1005,12101,1875916,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/239e349f-c0e4-4cc6-aec9-911224268e5b-profile_image-300x300.png,CO,es,partner,Male
twitch,admiralbahroo,AdmiralBahroo,40972890,409553,9371,5797,4240,155,724460,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/e531a80a-a9c1-43c6-8907-37cc324ce7df-profile_image-300x300.jpeg,US,en,partner,Male
twitch,bastighg,BastiGHG,38121996,404387,13867,7548,3215,8642,1157740,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/865826b7-35e7-47be-9bb8-aff3be1fa08f-profile_image-300x300.png,DE,de,partner,Male
twitch,juansguarnizo,juansguarnizo,121510236,401153,61841,34141,705,27451,1801982,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/74586414-e27b-4347-89c5-109e42ac3e1d-profile_image-300x300.png,CO,es,partner,Male
twitch,arigameplays,AriGameplays,70357283,400828,22291,8529,2820,46447,2580169,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a71759f1-11c4-4b0d-bec5-35a480b34958-profile_image-300x300.png,MX,es,partner,Female
twitch,tfue,Tfue,60056333,392687,16195,9942,2370,6279,1785116,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/82b63a01-628f-4c81-9b05-dd3a5011fdda-profile_image-300x300.png,US,en,partner,Male
twitch,1pvcs,1PVCS,168116110,387122,22044,2315,10040,1839,1076253,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/02b33c56-2021-4de5-aa71-283d74f91013-profile_image-300x300.png,FR,fr,partner,Organization
twitch,voodoosh,VooDooSh,87481167,386030,10286,5307,4365,2306,906977,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/c587ab08-3356-40d4-92d6-be1b1a47ba55-profile_image-300x300.png,RU,ru,partner,Male
twitch,knekro,knekro,152633332,379671,14637,5857,3890,6429,1224246,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male
twitch,ewroon,EWROON,82197170,374620,21541,11353,1980,1104,1341726,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/ewroon-profile_image-13a9eaf00f468486-300x300.png,PL,pl,partner,Male
twitch,boxbox,boxbox,38881685,371124,10780,5800,3840,2288,748210,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/96b30bc4546e2f71-profile_image-300x300.jpeg,US,en,partner,Male
twitch,meduska,meduska,652452451,361918,15344,5738,3785,15462,324512,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/eb3db010-50f2-40a5-90c3-c52731a341ec-profile_image-300x300.png,PL,pl,partner,Male
twitch,quickybaby,QuickyBaby,30623831,359564,11953,6548,3295,1355,448354,World of Tanks,https://static-cdn.jtvnw.net/jtv_user_pictures/53be9f2e-05d2-42fa-98f3-d392d8f7769f-profile_image-300x300.png,GB,en,partner,Male
twitch,apricot,Apricot,151054406,354983,5715,2115,10075,4565,373529,I'm Only Sleeping,https://static-cdn.jtvnw.net/jtv_user_pictures/672775fe-0553-413e-b16b-190c49cff99f-profile_image-300x300.png,GB,en,partner,Female
twitch,hiswattson,HisWattson,123182260,351021,11781,7056,2985,5934,1065157,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/e44c46fc-5244-4a88-9ac4-4b859c242904-profile_image-300x300.png,US,en,partner,Male
twitch,telefe,telefe,590906662,350887,42797,13200,1595,20915,,Watch TV,https://static-cdn.jtvnw.net/jtv_user_pictures/1786ad2a-7d22-4934-9cc6-42f83248d9fa-profile_image-300x300.png,AR,es,partner,Organization
twitch,abugoku9999,abugoku9999,264984080,348180,9924,6399,3265,602,153673,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/614dc2a6-1367-4f49-9521-80f456032985-profile_image-300x300.png,DE,de,partner,Male
twitch,antoinedaniel,AntoineDaniel,135468063,346073,28973,16480,1260,3304,1009428,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/7474d9d8-ab27-46c8-95f4-0c71b1878c78-profile_image-300x300.png,FR,fr,partner,Male
twitch,rebirthztv,RebirthzTV,49839696,345593,16295,9668,2145,2007,1430245,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/fe4f106094bd5f06-profile_image-300x300.png,TH,th,partner,Male
twitch,penta,PENTA,84316241,339769,10902,8155,2500,492,649621,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/2a74b7da-4c2f-4a20-8a02-c7d77064c281-profile_image-300x300.png,US,en,partner,Male
